	Map Search - 'muscular dystrophy (Entries with: gene map locus; Retrieve: gene map)'
Downloaded:	Sep 17, 2017
Copyright (c) 1966-2017 Johns Hopkins University OMIM, data are provided for research purposes only.

Cytogenetic location	Genomic coordinates (From NCBI/GRCh38)	Gene/Locus	Gene/Locus name	Gene/Locus MIM number	Comments	Phenotype	Phenotype MIM number	Inheritance	Pheno map key	Mouse Gene (from MGI)
1q31.3	1:196819729-196832188	CFHR1, FHR1, HFL1, CFHL1	Complement factor H-related 1	134371		{Hemolytic uremic syndrome, atypical, susceptibility to}	235400	Autosomal dominant; Autosomal recessive	3	Cfhr1
1q31.3	1:197201461-197478454	CRB1, RP12, LCA8	Crumbs, Drosophila, homolog of, 1	604210		Leber congenital amaurosis 8	613835		3	Crb1
1q31.3	1:197201461-197478454	CRB1, RP12, LCA8	Crumbs, Drosophila, homolog of, 1	604210		Retinitis pigmentosa-12, autosomal recessive	600105	Autosomal recessive	3	Crb1
1q31.3	1:197201461-197478454	CRB1, RP12, LCA8	Crumbs, Drosophila, homolog of, 1	604210		Pigmented paravenous chorioretinal atrophy	172870	Autosomal dominant	3	Crb1
1q32.1	1:201039508-201112565	CACNA1S, CACNL1A3, CCHL1A3, TTPP1, HOKPP1	Calcium channel, voltage-dependent, L type, alpha 1S subunit	114208	in mouse, mutation causes muscular dysgenesis	{Thyrotoxic periodic paralysis, susceptibility to, 1}	188580	Isolated cases	3	Cacna1s
1q32.1	1:201039508-201112565	CACNA1S, CACNL1A3, CCHL1A3, TTPP1, HOKPP1	Calcium channel, voltage-dependent, L type, alpha 1S subunit	114208	in mouse, mutation causes muscular dysgenesis	{Malignant hyperthermia susceptibility 5}	601887	Autosomal dominant	3	Cacna1s
1q32.1	1:201039508-201112565	CACNA1S, CACNL1A3, CCHL1A3, TTPP1, HOKPP1	Calcium channel, voltage-dependent, L type, alpha 1S subunit	114208	in mouse, mutation causes muscular dysgenesis	Hypokalemic periodic paralysis, type 1	170400	Autosomal dominant	3	Cacna1s
1q32.1	1:202940824-202958571	ADIPOR1, CGI45	Adiponectin receptor 1	607945					Adipor1
1q32.1	1:204154815-204166336	REN, HNFJ2	Renin	179820	~24cM distal to AT3	[Hyperproreninemia]			3	Ren1
1q32.1	1:204154815-204166336	REN, HNFJ2	Renin	179820	~24cM distal to AT3	Renal tubular dysgenesis	267430	Autosomal recessive	3	Ren1
1q32.1	1:204154815-204166336	REN, HNFJ2	Renin	179820	~24cM distal to AT3	Hyperuricemic nephropathy, familial juvenile 2	613092	Autosomal dominant	3	Ren1
1q32.1	1:206767602-206772493	IL10, CSIF, GVHDS	Interleukin-10	124092		{HIV-1, susceptibility to}	609423		3	Il10
1q32.1	1:206767602-206772493	IL10, CSIF, GVHDS	Interleukin-10	124092		{Graft-versus-host disease, protection against}	614395		3	Il10
1q32.1	1:206767602-206772493	IL10, CSIF, GVHDS	Interleukin-10	124092		{Rheumatoid arthritis, progression of}	180300		3	Il10
1q32.2	1:209614869-209653076	LAMB3, AI1A	Laminin, beta-3 (nicein, 125kD; kalinin, 140kD; BM600, 125kD)	150310		Epidermolysis bullosa, junctional, Herlitz type	226700	Autosomal recessive	3	Lamb3
1q32.2	1:209614869-209653076	LAMB3, AI1A	Laminin, beta-3 (nicein, 125kD; kalinin, 140kD; BM600, 125kD)	150310		Amelogenesis imperfecta, type IA	104530	Autosomal dominant	3	Lamb3
1q32.2	1:209614869-209653076	LAMB3, AI1A	Laminin, beta-3 (nicein, 125kD; kalinin, 140kD; BM600, 125kD)	150310		Epidermolysis bullosa, junctional, non-Herlitz type	226650	Autosomal recessive	3	Lamb3
1q32.3	1:211476521-211492916	RD3, LCA12, C1orf36	Retinal degeneration 3, mouse, homolog of	180040		Leber congenital amaurosis 12	610612	Autosomal recessive	3	Rd3
1q41	1:214603180-214664573	CENPF, CILD31, STROMS	Centromere autoantigen F, 400kD	600236		Stromme syndrome	243605	Autosomal recessive	3	Cenpf
1q41	1:215622893-216423395	USH2A, RP39	Usherin	608400		Usher syndrome, type 2A	276901	Autosomal recessive	3	Ush2a
1q41	1:215622893-216423395	USH2A, RP39	Usherin	608400		Retinitis pigmentosa 39	613809		3	Ush2a
1q41	1:223701592-223776017	CAPN2	Calpain, large polypeptide L2	114230					Capn2
1q42	1:223900000-236400000	MDC1B	Muscular dystrophy, congenital, 1B	604801		Muscular dystrophy, congenital, 1B	604801	Autosomal recessive	2	
1q42.13	1:226989864-227318491	CDC42BPA, PK428, MRCKA	CDC42-binding protein kinase alpha	603412					Cdc42bpa
1q42.13	1:229431244-229434095	ACTA1, ASMA, NEM3, CFTD1, SHPM	Actin, alpha-1, skeletal muscle	102610	mutation identified in 1 SHPM family	Nemaline myopathy 3, autosomal dominant or recessive	161800	Autosomal dominant; Autosomal recessive	3	Acta1
1q42.13	1:229431244-229434095	ACTA1, ASMA, NEM3, CFTD1, SHPM	Actin, alpha-1, skeletal muscle	102610	mutation identified in 1 SHPM family	Myopathy, congenital, with fiber-type disproportion 1	255310	Autosomal dominant; Autosomal recessive	3	Acta1
1q42.13	1:229431244-229434095	ACTA1, ASMA, NEM3, CFTD1, SHPM	Actin, alpha-1, skeletal muscle	102610	mutation identified in 1 SHPM family	Myopathy, actin, congenital, with excess of thin myofilaments	161800	Autosomal dominant; Autosomal recessive	3	Acta1
1q42.13	1:229431244-229434095	ACTA1, ASMA, NEM3, CFTD1, SHPM	Actin, alpha-1, skeletal muscle	102610	mutation identified in 1 SHPM family	Myopathy, actin, congenital, with cores	161800	Autosomal dominant; Autosomal recessive	3	Acta1
1q42.13	1:229431244-229434095	ACTA1, ASMA, NEM3, CFTD1, SHPM	Actin, alpha-1, skeletal muscle	102610	mutation identified in 1 SHPM family	?Myopathy, scapulohumeroperoneal	616852	Autosomal dominant	3	Acta1
1q42.2	1:230979074-231000732	ARV1, EIEE38	ARV1, S. cerevisiae, homolog of	611647		Epileptic encephalopathy, early infantile, 38	617020	Autosomal recessive	3	Arv1
1q42.2	1:231337935-231355028	SPRTN, DVC1, C1orf124, RJALS	SprT-like N-terminal domain protein	616086		Ruijs-Aalfs syndrome	616200	Autosomal recessive	3	Sprtn
1q42.3	1:235367359-235448967	TBCE, KCS, KCS1, HRD, PEAMO	Tubulin-specific chaperone E	604934		Hypoparathyroidism-retardation-dysmorphism syndrome	241410	Autosomal recessive	3	Tbce
1q42.3	1:235367359-235448967	TBCE, KCS, KCS1, HRD, PEAMO	Tubulin-specific chaperone E	604934		Encephalopathy, progressive, with amyotrophy and optic atrophy	617207	Autosomal recessive	3	Tbce
1q42.3	1:235367359-235448967	TBCE, KCS, KCS1, HRD, PEAMO	Tubulin-specific chaperone E	604934		Kenny-Caffey syndrome, type 1	244460	Autosomal recessive	3	Tbce
1q42.3	1:235440653-235504480	B3GALNT2, MGC39558, MDDGA11	Beta-1,3-N-acetylgalactosaminyltransferase 2	610194		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11	615181	Autosomal recessive	3	B3galnt2
1q43	1:236686453-236764630	ACTN2, CMD1AA, CMH23	Actinin, alpha-2	102573		Cardiomyopathy, hypertrophic, 23, with or without LVNC	612158	Autosomal dominant	3	Actn2
1q43	1:236686453-236764630	ACTN2, CMD1AA, CMH23	Actinin, alpha-2	102573		Cardiomyopathy, dilated, 1AA, with or without LVNC	612158	Autosomal dominant	3	Actn2
1q43-q44	1:243255327-243500091	SDCCAG8, CCCAP, SLSN7, BBS16	Serologically defined colon cancer antigen 8	613524		Senior-Loken syndrome 7	613615		3	Sdccag8
1q43-q44	1:243255327-243500091	SDCCAG8, CCCAP, SLSN7, BBS16	Serologically defined colon cancer antigen 8	613524		Bardet-Biedl syndrome 16	615993	Autosomal recessive	3	Sdccag8
1q44	1:244835305-244845062	COX20, FAM36A	Cytochrome c oxidase 20, S. cerevisiae, homolog of	614698		Mitochondrial complex IV deficiency	220110	Autosomal recessive; Mitochondrial	3	Cox20
2p25.1	2:11677543-11827408	LPIN1	Lipin 1	605518	related to LSL	Myoglobinuria, acute recurrent, autosomal recessive	268200	Autosomal recessive	3	Lpin1
2p24.3	2:14998066-15561347	NBAS, NAG, SOPH, ILFS2	Neuroblastoma-amplified sequence	608025		Short stature, optic nerve atrophy, and Pelger-Huet anomaly	614800	Autosomal recessive	3	Nbas
2p24.3	2:14998066-15561347	NBAS, NAG, SOPH, ILFS2	Neuroblastoma-amplified sequence	608025		Infantile liver failure syndrome 2	616483	Autosomal recessive	3	Nbas
2p24.1	2:19910259-19990122	WDR35, NAOFEN, KIAA1336, CED2, SRTD7	WD repeat-containing protein 35	613602		Short-rib thoracic dysplasia 7 with or without polydactyly	614091	Autosomal recessive	3	Wdr35
2p24.1	2:19910259-19990122	WDR35, NAOFEN, KIAA1336, CED2, SRTD7	WD repeat-containing protein 35	613602		Cranioectodermal dysplasia 2	613610	Autosomal recessive	3	Wdr35
2p23.3	2:25377219-25673646	DTNB	Dystrobrevin, beta	602415					Dtnb
2p23.3	2:26190634-26244725	HADHA, MTPA	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/ enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	600890		HELLP syndrome, maternal, of pregnancy	609016	Autosomal recessive	3	Hadha
2p23.3	2:26190634-26244725	HADHA, MTPA	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/ enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	600890		Fatty liver, acute, of pregnancy	609016	Autosomal recessive	3	Hadha
2p23.3	2:26190634-26244725	HADHA, MTPA	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/ enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	600890		Trifunctional protein deficiency	609015	Autosomal recessive	3	Hadha
2p23.3	2:26190634-26244725	HADHA, MTPA	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/ enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	600890		LCHAD deficiency	609016	Autosomal recessive	3	Hadha
2p23.3	2:27051422-27070621	AGBL5, CCP5, RP75	AATP/GTP-binding protein-like 5	615900		Retinitis pigmentosa 75	617023	Autosomal recessive	3	Agbl5
2p23.3	2:27444372-27489818	IFT172, SLB, KIAA1179, SRTD10, RP71	Intraflagellar transport 172, Chlamydomonas, homolog of	607386		Short-rib thoracic dysplasia 10 with or without polydactyly	615630	Autosomal recessive	3	Ift172
2p23.3	2:27444372-27489818	IFT172, SLB, KIAA1179, SRTD10, RP71	Intraflagellar transport 172, Chlamydomonas, homolog of	607386		Retinitis pigmentosa 71	616394	Autosomal recessive	3	Ift172
2p23.2	2:29061689-29074260	C2orf71	Chromosome 2 open reading frame 71	613425		Retinitis pigmentosa 54	613428		3	BC027072
2p23.1	2:31522485-31665650	SRD5A2	Steroid-5-alpha-reductase, alpha polypeptide-2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha-2)	607306		Pseudovaginal perineoscrotal hypospadias	264600	Autosomal recessive	3	Srd5a2
2p21	2:41500000-47500000	DEL2p21, C2DELp21	Homozygous 2p21 deletion syndrome	606407	contiguous gene syndrome disrupting SLC3A1 and PREPL genes	Hypotonia-cystinuria syndrome	606407	Autosomal recessive	4	
2p21	2:43774038-43828491	DYNC2LI1, D2LIC, LIC3, SRTD15	Dynein, cytoplasmic 2, light intermediate chain 1	617083		Short-rib thoracic dysplasia 15 with polydactyly	617088	Autosomal recessive	3	Dync2li1
2p21	2:43886223-43996004	LRPPRC, LRP130, LSFC	Leucine-rich PPR motif-containing protein	607544		Leigh syndrome, French-Canadian type	220111	Autosomal recessive	3	Lrpprc
2p21	2:45651314-46187989	PRKCE, PKCE	Protein kinase C, epsilon	176975					Prkce
2p21-p16	2:47403066-47634500	MSH2, COCA1, FCC1, HNPCC1	mutS, E. coli, homolog of, 2	609309		Muir-Torre syndrome	158320	Autosomal dominant	3	Msh2
2p21-p16	2:47403066-47634500	MSH2, COCA1, FCC1, HNPCC1	mutS, E. coli, homolog of, 2	609309		Mismatch repair cancer syndrome	276300	Autosomal recessive	3	Msh2
2p21-p16	2:47403066-47634500	MSH2, COCA1, FCC1, HNPCC1	mutS, E. coli, homolog of, 2	609309		Colorectal cancer, hereditary nonpolyposis, type 1	120435	Autosomal dominant	3	Msh2
2p16.3	2:48686773-48755740	LHCGR, LHR, LCGR	Luteinizing hormone/choriogonadotropin receptor	152790		Leydig cell adenoma, somatic, with precocious puberty	176410		3	Lhcgr
2p16.3	2:48686773-48755740	LHCGR, LHR, LCGR	Luteinizing hormone/choriogonadotropin receptor	152790		Precocious puberty, male	176410	Autosomal dominant	3	Lhcgr
2p16.3	2:48686773-48755740	LHCGR, LHR, LCGR	Luteinizing hormone/choriogonadotropin receptor	152790		Luteinizing hormone resistance, female	238320	Autosomal recessive	3	Lhcgr
2p16.3	2:48686773-48755740	LHCGR, LHR, LCGR	Luteinizing hormone/choriogonadotropin receptor	152790		Leydig cell hypoplasia with pseudohermaphroditism	238320	Autosomal recessive	3	Lhcgr
2p16.3	2:48686773-48755740	LHCGR, LHR, LCGR	Luteinizing hormone/choriogonadotropin receptor	152790		Leydig cell hypoplasia with hypergonadotropic hypogonadism	238320	Autosomal recessive	3	Lhcgr
2p16.2	2:53852912-53860032	GPR75	G protein-coupled receptor 75	606704					Gpr75
2p16.1	2:55865961-55924162	EFEMP1, FBNL, DHRD	EGF-containing fibulin-like extracellular matrix protein 1 (fibrillin-like)	601548		Doyne honeycomb degeneration of retina	126600	Autosomal dominant	3	Efemp1
2p15	2:61017676-61051989	PEX13, ZWS, NALD, PBD11A, PBD11B	Peroxisome biogenesis factor 13 (peroxin 13)	601789		Peroxisome biogenesis disorder 11B	614885	Autosomal recessive	3	Pex13
2p15	2:61017676-61051989	PEX13, ZWS, NALD, PBD11A, PBD11B	Peroxisome biogenesis factor 13 (peroxin 13)	601789		Peroxisome biogenesis disorder 11A (Zellweger)	614883	Autosomal recessive	3	Pex13
2p15	2:61800239-61856073	FAM161A, RP28	Family with sequence similarity 161, member A	613596		Retinitis pigmentosa 28	606068		3	Fam161a
2p15	2:63120754-63840824	WDPCP, C2orf86, BBS15, CHDTHP	WD repeat-containing planar cell polarity effector	613580	mutation identified in 1 BBS15 family and 1 CHDTHP patient	?Congenital heart defects, hamartomas of tongue, and polysyndactyly	217085	Autosomal recessive	3	Wdpcp
2p15	2:63120754-63840824	WDPCP, C2orf86, BBS15, CHDTHP	WD repeat-containing planar cell polarity effector	613580	mutation identified in 1 BBS15 family and 1 CHDTHP patient	?Bardet-Biedl syndrome 15	615992	Autosomal recessive	3	Wdpcp
2p15-p14	2:63892148-64019420	VPS54, VPS54L, WR	Vacuolar protein sorting 54, S. Cerevisiae, homolog of	614633					Vps54
2p14	2:65086853-65130300	RAB1, RAB1A	RAB1, member RAS oncogene family	179508					Rab1a
2p13.3	2:70209443-70248792	TIA1, WDM	TIA1 cytotoxic granule-associated RNA-binding protein	603518		Welander distal myopathy	604454	Autosomal dominant; Autosomal recessive	3	Tia1
2p13.2	2:71453154-71686762	DYSF, LGMD2B, MMD1	Dysferlin	603009		Myopathy, distal, with anterior tibial onset	606768	Autosomal recessive	3	Dysf
2p13.2	2:71453154-71686762	DYSF, LGMD2B, MMD1	Dysferlin	603009		Muscular dystrophy, limb-girdle, type 2B	253601	Autosomal recessive	3	Dysf
2p13.2	2:71453154-71686762	DYSF, LGMD2B, MMD1	Dysferlin	603009		Miyoshi muscular dystrophy 1	254130	Autosomal recessive	3	Dysf
2p13.1	2:73385757-73609918	ALMS1, ALSS, KIAA0328	Alstrom syndrome gene	606844		Alstrom syndrome	203800	Autosomal recessive	3	Alms1
2p13.1	2:73892965-73919652	ACTG2, ACTA3, VSCM	Actin, gamma-2, smooth muscle, enteric	102545		Visceral myopathy	155310	Autosomal dominant	3	Actg2
2p13.1	2:74361153-74392086	DCTN1, HMN7B	Dynactin 1 (p150, glued, Drosophila, homolog of)	601143		Perry syndrome	168605	Autosomal dominant	3	Dctn1
2p13.1	2:74361153-74392086	DCTN1, HMN7B	Dynactin 1 (p150, glued, Drosophila, homolog of)	601143		Neuropathy, distal hereditary motor, type VIIB	607641	Autosomal dominant	3	Dctn1
2p13.1	2:74361153-74392086	DCTN1, HMN7B	Dynactin 1 (p150, glued, Drosophila, homolog of)	601143		{Amyotrophic lateral sclerosis, susceptibility to}	105400	Autosomal dominant; Autosomal recessive	3	Dctn1
2p13.1	2:74529404-74533555	HTRA2, OMI, PARK13, PRSS25, MGCA8	HTRA serine peptidase 2	606441		{Parkinson disease 13}	610297		3	Htra2
2p13.1	2:74529404-74533555	HTRA2, OMI, PARK13, PRSS25, MGCA8	HTRA serine peptidase 2	606441		3-methylglutaconic aciduria, type VIII	617248	Autosomal recessive	3	Htra2
2p11.2	2:84423522-84459461	SUCLG1, SUCLA1, MTDPS9	Succinate-CoA ligase, alpha subunit	611224		Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	245400	Autosomal recessive	3	Suclg1
2p11.2	2:86213992-86338082	REEP1, C2orf23, SPG31, HMN5B	Receptor expression-enhancing protein 1	609139	mutation identified in 1 HMN5B family	?Neuronopathy, distal hereditary motor, type VB	614751	Autosomal dominant	3	Reep1
2p11.2	2:86213992-86338082	REEP1, C2orf23, SPG31, HMN5B	Receptor expression-enhancing protein 1	609139	mutation identified in 1 HMN5B family	Spastic paraplegia 31, autosomal dominant	610250	Autosomal dominant	3	Reep1
2p11.2	2:88857360-88857682	IGKC, IGKCD	Immunoglobulin kappa constant region	147200		Kappa light chain deficiency	614102	Autosomal recessive	3	
2q11.2	2:96760901-96811890	CNNM4, ACDP4	Cyclin M4	607805		Jalili syndrome	217080	Autosomal recessive	3	Cnnm4
2q11.2	2:98346154-98399153	CNGA3, CNG3, ACHM2	Cyclic nucleotide-gated channel, alpha-3	600053		Achromatopsia 2	216900	Autosomal recessive	3	Cnga3
2q12.3	2:107986513-108014496	SLC5A7, CHT1, HMN7A, CMS20	Solute carrier family 5 (choline transporter), member 7	608761		Neuronopathy, distal hereditary motor, type VIIA	158580	Autosomal dominant	3	Slc5a7
2q12.3	2:107986513-108014496	SLC5A7, CHT1, HMN7A, CMS20	Solute carrier family 5 (choline transporter), member 7	608761		Myasthenic syndrome, congenital, 20, presynaptic	617143	Autosomal recessive	3	Slc5a7
2q13	2:110123335-110205061	NPHP1, NPH1, SLSN1, JBTS4	Nephrocystin	607100		Joubert syndrome 4	609583	Autosomal recessive	3	Nphp1
2q13	2:110123335-110205061	NPHP1, NPH1, SLSN1, JBTS4	Nephrocystin	607100		Senior-Loken syndrome-1	266900	Autosomal recessive	3	Nphp1
2q13	2:110123335-110205061	NPHP1, NPH1, SLSN1, JBTS4	Nephrocystin	607100		Nephronophthisis 1, juvenile	256100	Autosomal recessive	3	Nphp1
2q13	2:111898478-112039945	MERTK, RP38	Mer tyrosine kinase protooncogene	604705		Retinitis pigmentosa 38	613862	Autosomal recessive	3	Mertk
2q14.1	2:113058637-113064743	IL36RN, IL1F5, FIL1D, IL1HY1, IL1RP3, PSORP, PSORS14	Interleukin 36 receptor antagonist	605507		Psoriasis 14, pustular	614204	Autosomal recessive	3	Il1f5
2q14.1	2:113215996-113278949	PAX8	Paired box homeotic gene-8	167415		Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia	218700	Autosomal dominant	3	Pax8
2q14.2	2:121530879-121531008	RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN	RNA, U4, small nuclear, AT-AC form	601428		Microcephalic osteodysplastic primordial dwarfism, type I	210710	Autosomal recessive	3	
2q14.2	2:121530879-121531008	RNU4ATAC, U4ATAC, MOPD1, TALS, RFMN	RNA, U4, small nuclear, AT-AC form	601428		Roifman syndrome	616651	Autosomal recessive	3	
2q14.3	2:127048022-127107399	BIN1, AMPHL	Box-dependent MYC-interacting protein-1 (amphiphysin-like)	601248		Myopathy, centronuclear, autosomal recessive	255200	Autosomal recessive	3	Bin1
2q14.3	2:127638420-127681785	LIMS2, PINCH2, LGMD2W	LIM and senescent cell antigen-like domains 2	607908	mutation identified in 1 LGMD2W family	Muscular dystrophy, limb-girdle, type 2W	616827	Autosomal recessive	3	Lims2
2q21.3	2:135052264-135176666	RAB3GAP1, WARBM1, P130	RAB3 GTPase-activating protein, catalytic subunit	602536		Warburg micro syndrome 1	600118	Autosomal recessive	3	Rab3gap1
2q22.2	2:142877625-143042315	KYNU, KYNUU	Kynureninase	605197	mutation identified in 1 KYNUU family	?Hydroxykynureninuria	236800	Autosomal recessive	3	Kynu
2q23.3	2:151485333-151734486	NEB, NEM2	Nebulin	161650		Nemaline myopathy 2, autosomal recessive	256030	Autosomal recessive	3	Neb
2q24.2	2:162267078-162318707	IFIH1, MDA5, AGS7, SGMRT1	Interferon induced with helicase C domain 1	606951		Singleton-Merten syndrome 1	182250	Autosomal dominant	3	Ifih1
2q24.2	2:162267078-162318707	IFIH1, MDA5, AGS7, SGMRT1	Interferon induced with helicase C domain 1	606951		Aicardi-Goutieres syndrome 7	615846	Autosomal dominant	3	Ifih1
2q24.3	2:165208055-165392309	SCN2A, SCN2A1, BFIC3, EIEE11, BFIS3, BFNIS	Sodium channel, voltage-gated, type II, alpha subunit	182390	4 related genes on chr.2	Seizures, benign familial infantile, 3	607745	Autosomal dominant	3	Scn2a
2q24.3	2:165208055-165392309	SCN2A, SCN2A1, BFIC3, EIEE11, BFIS3, BFNIS	Sodium channel, voltage-gated, type II, alpha subunit	182390	4 related genes on chr.2	Epileptic encephalopathy, early infantile, 11	613721	Autosomal dominant	3	Scn2a
2q24.3	2:165873361-165953837	TTC21B, THM1, NPHP12, SRTD4, ATD4	Tetratricopeptide repeat domain 21B	612014		Nephronophthisis 12	613820	Autosomal dominant; Autosomal recessive	3	Ttc21b
2q24.3	2:165873361-165953837	TTC21B, THM1, NPHP12, SRTD4, ATD4	Tetratricopeptide repeat domain 21B	612014		Short-rib thoracic dysplasia 4 with or without polydactyly	613819	Autosomal recessive	3	Ttc21b
2q31.1	2:169127108-169362612	LRP2, DBS	Low density lipoprotein-related protein 2	600073		Donnai-Barrow syndrome	222448	Autosomal recessive	3	Lrp2
2q31.1	2:169479495-169506654	BBS5	BBS gene 5	603650		Bardet-Biedl syndrome 5	615983	Autosomal recessive	3	Bbs5
2q31.1	2:173906458-173965701	SP3	Sp3 transcription factor	601804					Sp3
2q31.2	2:177100000-179700000	DEL2q31	Chromosome 2q31.2 deletion syndrome	612345	contiguous gene deletion syndrome	Chromosome 2q31.2 deletion syndrome	612345		4	
2q31.2	2:178450591-178461389	PJVK, DFNB59	Pejvakin	610219		Deafness, autosomal recessive 59	610220	Autosomal recessive	3	Pjvk
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Cardiomyopathy, dilated, 1G	604145		3	Ttn
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Tibial muscular dystrophy, tardive	600334	Autosomal dominant	3	Ttn
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Salih myopathy	611705	Autosomal recessive	3	Ttn
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Myopathy, proximal, with early respiratory muscle involvement	603689		3	Ttn
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Muscular dystrophy, limb-girdle, type 2J	608807	Autosomal recessive	3	Ttn
2q31.2	2:178525988-178807422	TTN, CMD1G, TMD, LGMD2J, MPRM, HMERF, SALMY	Titin	188840		Cardiomyopathy, familial hypertrophic, 9	613765	Autosomal dominant	3	Ttn
2q31.3	2:181536671-181657106	CERKL, RP26	Ceramide kinase-like	608381		Retinitis pigmentosa 26	608380		3	Cerkl
2q32.2	2:188974372-189012745	COL3A1	Collagen III, alpha-1 polypeptide	120180	in same 35kb segment as COL5A2	Ehlers-Danlos syndrome, type IV	130050	Autosomal dominant	3	Col3a1
2q32.2	2:189031914-189225300	COL5A2, EDSC	Collagen V, alpha-2 polypeptide	120190	very close to COL3A1	Ehlers-Danlos syndrome, classic type	130000	Autosomal dominant	3	Col5a2
2q32.2	2:190055699-190062728	GDF8, MSTN, MSLHP	Growth differentiation factor-8 (myostatin)	601788		Muscle hypertrophy	614160		3	Mstn
2q33.1	2:196833003-196926994	PGAP1, MRT42	Post-GPI attachment to proteins 1	611655		Mental retardation, autosomal recessive 42	615802	Autosomal recessive	3	Pgap1
2q33.1	2:201071738-201085749	NDUFB3	NADH-ubiquinone oxidoreductase 1 beta subcomplex, 3	603839	pseudogenes on chr. 1, 9, and 14	Mitochondrial complex I deficiency	252010	X-linked dominant; Autosomal recessive; Mitochondrial	3	Ndufb3
2q33.1	2:201700262-201781171	ALS2, ALSJ, PLSJ, IAHSP	Alsin	606352		Spastic paralysis, infantile onset ascending	607225	Autosomal recessive	3	Als2
2q33.1	2:201700262-201781171	ALS2, ALSJ, PLSJ, IAHSP	Alsin	606352		Primary lateral sclerosis, juvenile	606353	Autosomal recessive	3	Als2
2q33.1	2:201700262-201781171	ALS2, ALSJ, PLSJ, IAHSP	Alsin	606352		Amyotrophic lateral sclerosis 2, juvenile	205100	Autosomal recessive	3	Als2
2q33.2	2:203867787-203873959	CTLA4, IDDM12, CELIAC3, ALPS5	Cytotoxic T-lymphocyte-associated serine esterase-4	123890		{Celiac disease, susceptibility to, 3}	609755		3	Ctla4
2q33.2	2:203867787-203873959	CTLA4, IDDM12, CELIAC3, ALPS5	Cytotoxic T-lymphocyte-associated serine esterase-4	123890		Autoimmune lymphoproliferative syndrome, type V	616100	Autosomal dominant	3	Ctla4
2q33.2	2:203867787-203873959	CTLA4, IDDM12, CELIAC3, ALPS5	Cytotoxic T-lymphocyte-associated serine esterase-4	123890		{Systemic lupus erythematosus, susceptibility to}	152700	Autosomal dominant	3	Ctla4
2q33.2	2:203867787-203873959	CTLA4, IDDM12, CELIAC3, ALPS5	Cytotoxic T-lymphocyte-associated serine esterase-4	123890		{Hashimoto thyroiditis}	140300	Autosomal dominant	3	Ctla4
2q33.2	2:203867787-203873959	CTLA4, IDDM12, CELIAC3, ALPS5	Cytotoxic T-lymphocyte-associated serine esterase-4	123890		{Diabetes mellitus, insulin-dependent, 12}	601388		3	Ctla4
2q33.3	2:206121970-206159518	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kD	157655		Mitochondrial complex I deficiency	252010	X-linked dominant; Autosomal recessive; Mitochondrial	3	Ndufs1
2q33.3	2:206765387-206868283	FASTKD2, KIAA0971	FAST kinase domains 2	612322	mutation identified in 1 family	?Mitochondrial complex IV deficiency	220110	Autosomal recessive; Mitochondrial	3	Fastkd2
2q34	2:208266177-208358750	PIKFYVE, PIP5K3	Phosphatidylinositol kinase, FYVE-finger containing	609414		Corneal fleck dystrophy	121850	Autosomal dominant	3	Pikfyve
2q35	2:214931541-215138590	ABCA12, ARCI4A, ARCI4B, ICR2B, LI2	ATP-binding cassette, subfamily A, member 12	607800		Ichthyosis, congenital, autosomal recessive 4A	601277	Autosomal recessive	3	Abca12
2q35	2:214931541-215138590	ABCA12, ARCI4A, ARCI4B, ICR2B, LI2	ATP-binding cassette, subfamily A, member 12	607800		Ichthyosis, congenital, autosomal recessive 4B (harlequin)	242500	Autosomal recessive	3	Abca12
2q35	2:216672104-216695548	IGFBP5, IBP5	Insulin-like growth factor-binding protein 5	146734					Igfbp5
